HTS code,Description
2836.99,"Carbonates and peroxocarbonates ""percarbonates""; commercial ammonium carbonate containing ammonium carbamate (excluding disodium carbonate, sodium hydrogencarbonate ""sodium bicarbonate"", potassium carbonates, calcium carbonate, barium carbonate, lithium carbonates, strontium carbonate and inorganic or organic compounds of mercury)"
2837.11,Sodium cyanide
2837.19,Cyanides and cyanide oxides (excluding sodium and mercury)
2837.20,Complex cyanides (excluding inorganic or organic compounds of mercury)
2839.11,"Metasilicates of sodium, incl. commercial metasilicates"
2839.19,"Silicates of sodium, incl. commercial silicates (excluding sodium metasilicates)"
2839.90,"Silicates, incl. commercial alkali metal silicates (excluding sodium silicates)"
2840.11,"Anhydrous disodium tetraborate ""refined borax"""
2840.19,"Disodium tetraborate ""refined borax"" (excluding anhydrous)"
2840.20,"Borates (excluding disodium tetraborate ""refined borax"")"
2840.30,"Peroxoborates ""perborates"""
2841.30,Sodium dichromate
2841.50,Chromates and dichromates; peroxochromates (excluding sodium dichromate and inorganic or organic compounds of mercury)
2841.61,Potassium permanganate
2841.69,"Manganites, manganates and permanganates (excluding potassium permanganate)"
2841.70,Molybdates
2841.80,"Tungstates ""wolframates"""
2841.90,"Salts of oxometallic or peroxometallic acids (excluding chromates, dichromates, peroxochromates, manganites, manganates, permanganates, molybdates and tungstates ""wolframamtes"")"
2842.10,"Double or complex silicates of inorganic acids or peroxoacids, incl. aluminosilicates whether or not chemically defined (excluding inorganic or organic compounds of mercury whether or not chemically defined)"
2842.90,"Salts of inorganic acids or peroxoacids (excluding of oxometallic or peroxometallic acids, double or complex silicates [incl. aluminosilicates whether or not chemically defined], azides, and inorganic or organic compounds of mercury)"
2843.10,Colloidal precious metals
2843.21,Silver nitrate
2843.29,"Silver compounds, inorganic or organic, whether or not chemically defined (excluding of mercury and silver nitrate)"
2843.30,"Gold compounds, inorganic or organic, whether or not chemically defined"
2843.90,"Inorganic or organic compounds of precious metals, whether or not chemically defined (excluding silver and gold); amalgams of precious metals"
2844.10,"Natural uranium and its compounds; alloys, dispersions, incl. cermets, ceramic products and mixtures containing natural uranium or natural uranium compound [Euratom]"
2844.20,"Uranium enriched in U 235 and its compounds: plutonium and its compounds; alloys, dispersions, incl. cermets, ceramic products and mixtures containing uranium enriched in U 235, plutonium or compounds of these products [Euratom]"
2844.30,"Uranium depleted in U 235 and its compounds; thorium and its compounds; alloys, dispersions, incl. cermets, ceramic products and mixtures containing uranium depleted in U 235, thorium or compounds of these products"
2844.40,"Radioactive elements, isotopes and compounds, and alloys and dispersions, incl. cermets, ceramic products and mixtures, containing these elements, isotopes and compounds; radioactive residues (excluding natural uranium, uranium enriched and depleted in U 235; plutonium, thorium and compounds of these products)"
2844.50,"Spent ""irradiated"" fuel elements ""cartridges"" of nuclear reactors [Euratom]"
2845.10,"Heavy water ""deuterium oxide"" [Euratom]"
2845.90,"Non-radioactive isotopes; inorganic or organic compounds of such isotopes, whether or not chemically defined (excluding heavy water ""deuterium oxide"")"
2846.10,Cerium compounds
2846.90,"Compounds, inorganic or organic, of rare-earth metals, of yttrium or of scandium or of mixtures of these metals (excluding cerium)"
2847.00,"Hydrogen peroxide, whether or not solidified with urea"
2849.10,"Carbides of calcium, whether or not chemically defined"
2849.20,"Carbides of silicon, whether or not chemically defined"
2849.90,"Carbides, whether or not chemically defined (excluding of calcium or silicon, and inorganic or organic compounds of mercury whether or not chemically defined)"
2850.00,"Hydrides, nitrides, azides, silicides and borides, whether or not chemically defined (excluding compounds which are also carbides of heading 2849)"
2852.10,"Compounds, inorganic or organic, of mercury, chemically defined (excluding amalgams)"
2852.90,"Compounds, inorganic or organic, of mercury, not chemically defined (excluding amalgams)"
2853.10,"Cyanogen chloride ""chlorcyan"""
2853.90,"Phosphides, whether or not chemically defined (excl. ferrophosphorus); inorganic compounds, incl. distilled or conductivity water and water of similar purity, n.e.s.; liquid air, whether or not rare gases have been removed; compressed air; amalgams (excl. amalgams of precious metals)"
2901.10,Saturated acyclic hydrocarbons
2901.21,Ethylene
2901.22,"Propene ""propylene"""
2901.23,"Butene ""butylene"" and isomers thereof"
2901.24,"Buta-1,3-diene and isoprene"
2901.29,"Hydrocarbons, acyclic, unsaturated (excluding ethylene, propene ""propylene"", butene ""butylene"" and isomers thereof and Buta-1,3-diene and isoprene)"
2902.11,Cyclohexane
2902.19,"Cyclanes, cyclenes and cycloterpenes (excluding cyclohexane)"
2902.20,Benzene
2902.30,Toluene
2902.41,O-Xylene
2902.42,M-Xylene
2902.43,P-Xylene
2902.44,Mixed xylene isomers
2902.50,Styrene
2902.60,Ethylbenzene
2902.70,Cumene
2902.90,"Cyclic hydrocarbons (excluding cyclanes, cyclenes, benzene, toluene, xylenes, styrene, ethylbenzene and cumene)"
2903.11,"Chloromethane ""methyl chloride"" and chloroethane ""ethyl chloride"""
2903.12,"Dichloromethane ""methylene chloride"""
2903.13,"Chloroform ""trichloromethane"""
2903.14,Carbon tetrachloride
2903.15,"Ethylene dichloride ""ISO"" ""1,2 dichloroethane"""
2903.19,"Saturated chlorinated derivatives of acyclic hydrocarbons (excluding chloromethane [methyl chloride], chloroethane [ethyl chloride], dichloromethane [methylene chloride], chloroform [trichloromethane], carbon tetrachloride and ethylene dichloride [ISO] [1,2 dichloroethane])"
2903.21,"Vinyl chloride ""chloroethylene"""
2903.22,Trichloroethylene
2903.23,"Tetrachloroethylene ""perchloroethylene"""
2903.29,"Unsaturated chlorinated derivatives of acyclic hydrocarbons (excluding vinyl chloride ""chloroethylene"", trichloroethylene and tetrachloroethylene ""perchloroethylene"")"
2903.31,"Ethylene dibromide ""ISO"" ""1,2-dibromoethane"""
2903.39,"Fluorinated, brominated or iodinated derivatives of acyclic hydrocarbons (excluding ethylene dibromide [ISO] [1,2-dibromoethane])"
2903.71,Chlorodifluoromethane
2903.72,Dichlorotrifluoroethanes
2903.73,Dichlorofluoroethanes
2903.74,Chlorodifluoroethanes
2903.75,Dichloropentafluoropropanes
2903.76,"Bromochlorodifluoromethane, bromotrifluoromethane and dibromotetrafluoroethanes"
2903.77,"Halogenated derivatives of acyclic hydrocarbons containing two or more different halogens, perhalogenated only with fluorine and chlorine (excluding chlorodifluoromethane, dichlorotrifluoroethanes, dichlorofluoroethanes, chlorodifluoroethanes, dichloropentafluoropropanes, bromochlorodifluoromethane, bromotrifluoromethane and dibromotetrafluoroethanes)"
2903.78,"Perhalogenated derivatives of acyclic hydrocarbons containing two or more different halogens, n.e.s."
2903.79,"Halogenated derivatives of acyclic hydrocarbons containing two or more different halogens (excluding perhalogenated, and chlorodifluoromethane, dichlorotrifluoroethanes, dichlorofluoroethanes, chlorodifluoroethanes, dichloropentafluoropropanes, bromochlorodifluoromethane, bromotrifluoromethane and dibromotetrafluoroethanes)"
2903.81,"1,2,3,4,5,6-Hexachlorocyclohexane (HCH (ISO)), including lindane (ISO, INN)"
2903.82,"Aldrin (ISO), chlordane (ISO) and heptachlor (ISO)"
2903.83,"Mirex ""ISO"""
2903.89,"Halogenated derivatives of cyclanic, cyclenic or cycloterpenic hydrocarbons (excluding 1,2,3,4,5,6-Hexachlorocyclohexane ""HCH [ISO]"", lindane [ISO, INN], aldrin [ISO], chlordane [ISO] and heptachlor [ISO)])"
2903.91,"Chlorobenzene, o-dichlorobenzene and p-dichlorobenzene"
2903.92,"Hexachlorobenzene (ISO) and DDT (ISO) (clofenotane (INN), 1,1,1-trichloro-2,2-bis(p-chlorophenyl)ethane)"
2903.93,"Pentachlorobenzene ""ISO"""
2903.94,Hexabromobiphenyls
2903.99,"Halogenated derivatives of aromatic hydrocarbons (excluding chlorobenzene, o-dichlorobenzene, p-dichlorobenzene, hexachlorobenzene [ISO] and DDT [ISO] ""clofenotane [INN], 1,1,1-trichloro-2,2-bis[p-chlorophenyl]ethane"")"
2904.10,"Derivatives of hydrocarbons containing only sulpho groups, their salts and ethyl esters"
2904.20,Derivatives of hydrocarbons containing only nitro or nitroso groups
2904.31,Perfluorooctane sulphonic acid
2904.32,Ammonium perfluorooctane sulphonate
2904.33,Lithium perfluorooctane sulphonate
2904.34,Potassium perfluorooctane sulphonate
2904.35,"Salts of perfluorooctane sulphonic acid (excl. ammonium, lithium and potassium perfluorooctane sulphonates)"
2904.36,Perfluorooctane sulphonyl fluoride
2904.91,"Trichloronitromethane ""chloropicrin"""
2904.99,"Sulphonated, nitrated or nitrosated derivatives of hydrocarbons, whether or not halogenated (excl. those containing only sulpho, nitro or nitroso groups, trichloronitromethane ""chloropicrin"", perfluorooctane sulphonic acid and its salts, perfluorooctane sulphonyl fluoride and esters of glycerol formed with acid-function compounds)"
2905.11,"Methanol ""methyl alcohol"""
2905.12,"Propan-1-ol ""propyl alcohol"" and propan-2-ol ""isopropyl alcohol"""
2905.13,"Butan-1-ol ""n-butyl alcohol"""
2905.14,"Butanols (excluding butan-1-ol ""n-butyl alcohol"")"
2905.16,"Octanol ""octyl alcohol"" and isomers thereof"
2905.17,"Dodecan-1-ol ""lauryl alcohol"", hexadecan-1-ol ""cetyl alcohol"" and octadecan-1-ol ""stearyl alcohol"""
2905.19,"Saturated monohydric acyclic alcohols (excluding methanol ""methyl alcohol"", propan-1-ol ""propyl alcohol"", propan-2-ol ""isopropyl alcohol"", butanols, octanol ""octyl alcohol"" and isomers thereof, dodecan-1-ol ""lauryl alcohol"", hexadecan-1-ol ""cetyl alcohol"" and octadecan-1-ol ""stearyl alcohol"")"
2905.22,Acyclic terpene alcohols
2905.29,Unsaturated monohydric acyclic alcohols (excluding acyclic terpene alcohols)
2905.31,"Ethylene glycol ""ethanediol"""
2905.32,"Propylene glycol ""propane-1,2-diol"""
2905.39,"Diols (excluding ethylene glycol ""ethanediol"" and propylene glycol ""propane-1,2-diol"")"
2905.41,"2-Ethyl-2-""hydroxymethyl"" propane-1,3-diol ""trimethylolpropane"""
2905.42,Pentaerythritol
2905.43,Mannitol
2905.44,"D-glucitol ""sorbitol"""
2905.45,Glycerol
2905.49,"Tri- and other polyhydric acyclic alcohols (excluding 2-ethyl-2-""hydroxymethyl"" propane-1,3-diol ""trimethylolpropane"", pentaerythritol, mannitol, d-glucitol ""sorbitol"" and glycerol)"
2905.51,"Ethchlorvynol ""INN"""
2905.59,"Halogenated, sulphonated, nitrated or nitrosated derivatives or acyclic alcohols (excluding ethchlorvynol ""INN"")"
2906.11,Menthol
2906.12,"Cyclohexanol, methylcyclohexanols and dimethylcyclohexanols"
2906.13,Sterols and inositols
2906.19,"Cyclanic, cyclenic or cycloterpenic alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives (excluding menthol, cyclohexanol, methylcyclohexanols, dimethylcyclohexanols, sterols and inositols)"
2906.21,Benzyl alcohol
2906.29,"Aromatic cyclic alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives (excluding benzyl alcohol)"
2907.11,"Phenol ""hydroxybenzene"" and its salts"
2907.12,Cresols and their salts
2907.13,"Octylphenol, nonylphenol and their isomers; salts thereof"
2907.15,Naphthols and their salts
2907.19,"Monophenols (excluding phenol ""hydroxybenzene"" and its salts, cresols and their salts, octylphenol, nonylphenol and their isomers and salts thereof and naphthols and their salts)"
2907.21,Resorcinol and its salts
2907.22,"Hydroquinone ""quinol"" and its salts"
2907.23,"4,4'-Isopropylidenediphenol ""bisphenol A, diphenylolpropane"" and its salts"
2907.29,"Polyphenols and phenol-alcohols (excluding resorcinol and hydroquinone ""quinol"" and their salts, and 4,4'-isopropylidenediphenol ""bisphenol A, diphenylolpropane"" and its salts)"
